bin1kb	chr	gene
chr6_33861000_33862000	chr6	Exoc4_ENSMUST00000134653_33862099_up1kb
chr6_33862000_33863000	chr6	Exoc4_ENSMUST00000134653_33862099_tss
chr6_33863000_33864000	chr6	Exoc4_ENSMUST00000134653_33862099_down1kb
chr6_3398000_3399000	chr6	Samd9l_ENSMUST00000120087_3399570_up1kb
chr6_3399000_3400000	chr6	Samd9l_ENSMUST00000120087_3399570_tss
chr6_33991000_33992000	chr6	Gm13853_ENSMUST00000155496_33992410_up1kb
chr6_33992000_33993000	chr6	Gm13853_ENSMUST00000155496_33992410_tss
chr6_33993000_33994000	chr6	Gm13853_ENSMUST00000155496_33992410_down1kb
chr6_3400000_3401000	chr6	Samd9l_ENSMUST00000120087_3399570_down1kb
chr6_34028000_34029000	chr6	Lrguk_ENSMUST00000070189_34029447_up1kb;Lrguk_ENSMUST00000101564_34029449_up1kb
chr6_34029000_34030000	chr6	Lrguk_ENSMUST00000070189_34029447_tss;Lrguk_ENSMUST00000101564_34029449_tss
chr6_34030000_34031000	chr6	Lrguk_ENSMUST00000070189_34029447_down1kb;Lrguk_ENSMUST00000101564_34029449_down1kb
chr6_34038000_34039000	chr6	Lrguk_ENSMUST00000141078_34039307_up1kb
chr6_34039000_34040000	chr6	Lrguk_ENSMUST00000141078_34039307_tss
chr6_34040000_34041000	chr6	Lrguk_ENSMUST00000141078_34039307_down1kb
chr6_34150000_34151000	chr6	Gm13856_ENSMUST00000126498_34151928_up1kb
chr6_34151000_34152000	chr6	Gm13856_ENSMUST00000126498_34151928_tss
chr6_34152000_34153000	chr6	Gm13856_ENSMUST00000126498_34151928_down1kb
chr6_34162000_34163000	chr6	Slc35b4_ENSMUST00000146514_34163481_up1kb
chr6_34163000_34164000	chr6	Slc35b4_ENSMUST00000146514_34163481_tss
chr6_34164000_34165000	chr6	Slc35b4_ENSMUST00000146514_34163481_down1kb
chr6_34175000_34176000	chr6	Slc35b4_ENSMUST00000145857_34176969_up1kb
chr6_34176000_34177000	chr6	Slc35b4_ENSMUST00000145857_34176969_tss;Slc35b4_ENSMUST00000019143_34177110_up1kb;Slc35b4_ENSMUST00000138250_34177081_up1kb
chr6_34177000_34178000	chr6	Slc35b4_ENSMUST00000019143_34177110_tss;Slc35b4_ENSMUST00000138250_34177081_tss;Slc35b4_ENSMUST00000145857_34176969_down1kb
chr6_34178000_34179000	chr6	Gm13855_ENSMUST00000145644_34179231_up1kb;Slc35b4_ENSMUST00000019143_34177110_down1kb;Slc35b4_ENSMUST00000138250_34177081_down1kb
chr6_34179000_34180000	chr6	Gm13855_ENSMUST00000145644_34179231_tss
chr6_34180000_34181000	chr6	Gm13855_ENSMUST00000145644_34179231_down1kb
chr6_34289000_34290000	chr6	Gm14546_ENSMUST00000138275_34290264_up1kb
chr6_34290000_34291000	chr6	Gm14546_ENSMUST00000138275_34290264_tss
chr6_34291000_34292000	chr6	Gm14546_ENSMUST00000138275_34290264_down1kb
chr6_34305000_34306000	chr6	Akr1b3_ENSMUST00000142761_34306686_up1kb
chr6_34306000_34307000	chr6	Akr1b3_ENSMUST00000142761_34306686_tss
chr6_34307000_34308000	chr6	Akr1b3_ENSMUST00000142761_34306686_down1kb
chr6_34316000_34317000	chr6	Akr1b3_ENSMUST00000102980_34317496_up1kb;Akr1b3_ENSMUST00000126991_34317429_up1kb;Akr1b3_ENSMUST00000136559_34317440_up1kb;Akr1b3_ENSMUST00000154655_34317458_up1kb
chr6_34317000_34318000	chr6	Akr1b3_ENSMUST00000102980_34317496_tss;Akr1b3_ENSMUST00000126991_34317429_tss;Akr1b3_ENSMUST00000136559_34317440_tss;Akr1b3_ENSMUST00000154655_34317458_tss
chr6_34318000_34319000	chr6	Akr1b3_ENSMUST00000102980_34317496_down1kb;Akr1b3_ENSMUST00000126991_34317429_down1kb;Akr1b3_ENSMUST00000136559_34317440_down1kb;Akr1b3_ENSMUST00000154655_34317458_down1kb
chr6_34353000_34354000	chr6	Akr1b8_ENSMUST00000038406_34354118_up1kb
chr6_34354000_34355000	chr6	Akr1b8_ENSMUST00000038406_34354118_tss
chr6_34355000_34356000	chr6	Akr1b8_ENSMUST00000133370_34356114_up1kb;Akr1b8_ENSMUST00000038406_34354118_down1kb
chr6_34356000_34357000	chr6	Akr1b8_ENSMUST00000133370_34356114_tss
chr6_34357000_34358000	chr6	Akr1b8_ENSMUST00000133370_34356114_down1kb
chr6_34379000_34380000	chr6	Gm13858_ENSMUST00000118862_34380444_up1kb;Gm13859_ENSMUST00000119936_34380788_up1kb
chr6_34380000_34381000	chr6	Gm13858_ENSMUST00000118862_34380444_tss;Gm13859_ENSMUST00000119936_34380788_tss
chr6_34381000_34382000	chr6	Gm13858_ENSMUST00000118862_34380444_down1kb;Gm13859_ENSMUST00000119936_34380788_down1kb
chr6_34383000_34384000	chr6	Akr1b10_ENSMUST00000038383_34384217_up1kb;Akr1b10_ENSMUST00000115051_34384280_up1kb;Akr1b10_ENSMUST00000139156_34384280_up1kb;Akr1b10_ENSMUST00000144384_34384248_up1kb
chr6_34384000_34385000	chr6	Akr1b10_ENSMUST00000038383_34384217_tss;Akr1b10_ENSMUST00000115051_34384280_tss;Akr1b10_ENSMUST00000139156_34384280_tss;Akr1b10_ENSMUST00000144384_34384248_tss
chr6_34385000_34386000	chr6	Akr1b10_ENSMUST00000038383_34384217_down1kb;Akr1b10_ENSMUST00000115051_34384280_down1kb;Akr1b10_ENSMUST00000139156_34384280_down1kb;Akr1b10_ENSMUST00000144384_34384248_down1kb
chr6_34388000_34389000	chr6	Akr1b10_ENSMUST00000182055_34389598_up1kb
chr6_34389000_34390000	chr6	Akr1b10_ENSMUST00000182055_34389598_tss
chr6_34390000_34391000	chr6	Akr1b10_ENSMUST00000144072_34391430_up1kb;Akr1b10_ENSMUST00000182055_34389598_down1kb
chr6_34391000_34392000	chr6	Akr1b10_ENSMUST00000144072_34391430_tss
chr6_34392000_34393000	chr6	Akr1b10_ENSMUST00000144072_34391430_down1kb
chr6_34411000_34412000	chr6	Akr1b7_ENSMUST00000007449_34412333_up1kb
chr6_34412000_34413000	chr6	Akr1b7_ENSMUST00000007449_34412333_tss
chr6_34413000_34414000	chr6	Akr1b7_ENSMUST00000007449_34412333_down1kb
chr6_34442000_34443000	chr6	Gm13857_ENSMUST00000139645_34443254_up1kb;Gm13857_ENSMUST00000155560_34443113_up1kb
chr6_34443000_34444000	chr6	Gm13857_ENSMUST00000139645_34443254_tss;Gm13857_ENSMUST00000155560_34443113_tss
chr6_34444000_34445000	chr6	Gm13857_ENSMUST00000141091_34445435_up1kb;Gm13857_ENSMUST00000150561_34445434_up1kb;Gm13857_ENSMUST00000139645_34443254_down1kb;Gm13857_ENSMUST00000155560_34443113_down1kb
chr6_34445000_34446000	chr6	Gm13857_ENSMUST00000141091_34445435_tss;Gm13857_ENSMUST00000150561_34445434_tss
chr6_34446000_34447000	chr6	Gm13857_ENSMUST00000141091_34445435_down1kb;Gm13857_ENSMUST00000150561_34445434_down1kb
chr6_34475000_34476000	chr6	Bpgm_ENSMUST00000045372_34476206_up1kb;Bpgm_ENSMUST00000135743_34476355_up1kb;Bpgm_ENSMUST00000138668_34476451_up1kb;Bpgm_ENSMUST00000139067_34476478_up1kb
chr6_34476000_34477000	chr6	Bpgm_ENSMUST00000045372_34476206_tss;Bpgm_ENSMUST00000135743_34476355_tss;Bpgm_ENSMUST00000138668_34476451_tss;Bpgm_ENSMUST00000139067_34476478_tss;Bpgm_ENSMUST00000149131_34477141_up1kb
chr6_34477000_34478000	chr6	Bpgm_ENSMUST00000149131_34477141_tss;Bpgm_ENSMUST00000045372_34476206_down1kb;Bpgm_ENSMUST00000135743_34476355_down1kb;Bpgm_ENSMUST00000138668_34476451_down1kb;Bpgm_ENSMUST00000139067_34476478_down1kb
chr6_34478000_34479000	chr6	Bpgm_ENSMUST00000149131_34477141_down1kb
chr6_34532000_34533000	chr6	Gm13860_ENSMUST00000125185_34533552_up1kb
chr6_34533000_34534000	chr6	Gm13860_ENSMUST00000125185_34533552_tss
chr6_34534000_34535000	chr6	Gm13860_ENSMUST00000125185_34533552_down1kb
chr6_34597000_34598000	chr6	Cald1_ENSMUST00000079391_34598499_up1kb;Cald1_ENSMUST00000115026_34598564_up1kb;Cald1_ENSMUST00000115027_34598563_up1kb;Cald1_ENSMUST00000127055_34598619_up1kb;Cald1_ENSMUST00000142512_34598511_up1kb;Cald1_ENSMUST00000154182_34598543_up1kb;Cald1_ENSMUST00000155714_34598543_up1kb
chr6_34598000_34599000	chr6	Cald1_ENSMUST00000079391_34598499_tss;Cald1_ENSMUST00000115026_34598564_tss;Cald1_ENSMUST00000115027_34598563_tss;Cald1_ENSMUST00000127055_34598619_tss;Cald1_ENSMUST00000142512_34598511_tss;Cald1_ENSMUST00000154182_34598543_tss;Cald1_ENSMUST00000155714_34598543_tss
chr6_34599000_34600000	chr6	Cald1_ENSMUST00000079391_34598499_down1kb;Cald1_ENSMUST00000115026_34598564_down1kb;Cald1_ENSMUST00000115027_34598563_down1kb;Cald1_ENSMUST00000127055_34598619_down1kb;Cald1_ENSMUST00000142512_34598511_down1kb;Cald1_ENSMUST00000154182_34598543_down1kb;Cald1_ENSMUST00000155714_34598543_down1kb
chr6_34652000_34653000	chr6	Gm13861_ENSMUST00000137136_34653893_up1kb
chr6_34653000_34654000	chr6	Gm13861_ENSMUST00000137136_34653893_tss
chr6_34654000_34655000	chr6	Gm13861_ENSMUST00000137136_34653893_down1kb
chr6_34708000_34709000	chr6	Cald1_ENSMUST00000031775_34709633_up1kb;Cald1_ENSMUST00000115021_34709441_up1kb;Cald1_ENSMUST00000149009_34709489_up1kb
chr6_34709000_34710000	chr6	Cald1_ENSMUST00000031775_34709633_tss;Cald1_ENSMUST00000115021_34709441_tss;Cald1_ENSMUST00000149009_34709489_tss
chr6_34710000_34711000	chr6	Cald1_ENSMUST00000031775_34709633_down1kb;Cald1_ENSMUST00000115021_34709441_down1kb;Cald1_ENSMUST00000149009_34709489_down1kb
chr6_34725000_34726000	chr6	Npn2_ENSMUST00000075773_34726904_up1kb
chr6_34726000_34727000	chr6	Npn2_ENSMUST00000075773_34726904_tss
chr6_34727000_34728000	chr6	Npn2_ENSMUST00000075773_34726904_down1kb
chr6_34734000_34735000	chr6	Gm14547_ENSMUST00000138341_34735388_up1kb
chr6_34735000_34736000	chr6	Gm14547_ENSMUST00000138341_34735388_tss
chr6_34736000_34737000	chr6	Gm14547_ENSMUST00000138341_34735388_down1kb
chr6_34744000_34745000	chr6	Cald1_ENSMUST00000123823_34745951_up1kb;Cald1_ENSMUST00000136907_34745980_up1kb
chr6_34745000_34746000	chr6	Cald1_ENSMUST00000123823_34745951_tss;Cald1_ENSMUST00000136907_34745980_tss;Cald1_ENSMUST00000126181_34746006_up1kb;Cald1_ENSMUST00000142716_34746385_up1kb
chr6_34746000_34747000	chr6	Cald1_ENSMUST00000126181_34746006_tss;Cald1_ENSMUST00000142716_34746385_tss;Cald1_ENSMUST00000146685_34747772_up1kb;Cald1_ENSMUST00000123823_34745951_down1kb;Cald1_ENSMUST00000136907_34745980_down1kb
chr6_34747000_34748000	chr6	Cald1_ENSMUST00000146685_34747772_tss;Cald1_ENSMUST00000126181_34746006_down1kb;Cald1_ENSMUST00000142716_34746385_down1kb
chr6_34748000_34749000	chr6	Cald1_ENSMUST00000146685_34747772_down1kb
chr6_34763000_34764000	chr6	Cald1_ENSMUST00000132331_34764955_up1kb
chr6_34764000_34765000	chr6	Cald1_ENSMUST00000132331_34764955_tss
chr6_34765000_34766000	chr6	Cald1_ENSMUST00000132331_34764955_down1kb
chr6_34779000_34780000	chr6	Agbl3_ENSMUST00000115009_34780889_up1kb;Agbl3_ENSMUST00000115012_34780874_up1kb;Agbl3_ENSMUST00000115014_34780888_up1kb;Agbl3_ENSMUST00000115016_34780431_up1kb;Agbl3_ENSMUST00000115017_34780431_up1kb;Agbl3_ENSMUST00000135304_34780441_up1kb;Agbl3_ENSMUST00000143474_34780451_up1kb;Agbl3_ENSMUST00000148834_34780847_up1kb;Agbl3_ENSMUST00000155726_34780874_up1kb;Agbl3_ENSMUST00000155890_34780875_up1kb
chr6_34780000_34781000	chr6	Agbl3_ENSMUST00000115009_34780889_tss;Agbl3_ENSMUST00000115012_34780874_tss;Agbl3_ENSMUST00000115014_34780888_tss;Agbl3_ENSMUST00000115016_34780431_tss;Agbl3_ENSMUST00000115017_34780431_tss;Agbl3_ENSMUST00000135304_34780441_tss;Agbl3_ENSMUST00000143474_34780451_tss;Agbl3_ENSMUST00000148834_34780847_tss;Agbl3_ENSMUST00000155726_34780874_tss;Agbl3_ENSMUST00000155890_34780875_tss
chr6_34781000_34782000	chr6	Agbl3_ENSMUST00000115009_34780889_down1kb;Agbl3_ENSMUST00000115012_34780874_down1kb;Agbl3_ENSMUST00000115014_34780888_down1kb;Agbl3_ENSMUST00000115016_34780431_down1kb;Agbl3_ENSMUST00000115017_34780431_down1kb;Agbl3_ENSMUST00000135304_34780441_down1kb;Agbl3_ENSMUST00000143474_34780451_down1kb;Agbl3_ENSMUST00000148834_34780847_down1kb;Agbl3_ENSMUST00000155726_34780874_down1kb;Agbl3_ENSMUST00000155890_34780875_down1kb
chr6_34785000_34786000	chr6	Gm13864_ENSMUST00000119745_34786678_up1kb
chr6_34786000_34787000	chr6	Gm13864_ENSMUST00000119745_34786678_tss
chr6_34787000_34788000	chr6	Gm13864_ENSMUST00000119745_34786678_down1kb
chr6_34809000_34810000	chr6	Gm13862_ENSMUST00000121220_34810826_up1kb
chr6_34810000_34811000	chr6	Gm13862_ENSMUST00000121220_34810826_tss
chr6_34811000_34812000	chr6	Gm13862_ENSMUST00000121220_34810826_down1kb
chr6_34819000_34820000	chr6	Gm13863_ENSMUST00000118782_34820898_up1kb
chr6_34820000_34821000	chr6	Gm13863_ENSMUST00000118782_34820898_tss
chr6_34821000_34822000	chr6	Gm13863_ENSMUST00000118782_34820898_down1kb
chr6_3486000_3487000	chr6	Hepacam2_ENSMUST00000184051_3487393_up1kb;Hepacam2_ENSMUST00000184466_3487379_up1kb
chr6_34862000_34863000	chr6	Tmem140_ENSMUST00000074949_34863145_up1kb;Tmem140_ENSMUST00000123019_34863145_up1kb
chr6_34863000_34864000	chr6	Tmem140_ENSMUST00000074949_34863145_tss;Tmem140_ENSMUST00000123019_34863145_tss
chr6_34864000_34865000	chr6	Tmem140_ENSMUST00000074949_34863145_down1kb;Tmem140_ENSMUST00000123019_34863145_down1kb
chr6_3487000_3488000	chr6	Hepacam2_ENSMUST00000184051_3487393_tss;Hepacam2_ENSMUST00000184466_3487379_tss
chr6_34875000_34876000	chr6	3110062M04Rik_ENSMUST00000140458_34876979_up1kb
chr6_34876000_34877000	chr6	3110062M04Rik_ENSMUST00000140458_34876979_tss;3110062M04Rik_ENSMUST00000118559_34877128_up1kb
chr6_34877000_34878000	chr6	3110062M04Rik_ENSMUST00000118559_34877128_tss;3110062M04Rik_ENSMUST00000055097_34878020_up1kb;3110062M04Rik_ENSMUST00000115006_34878008_up1kb;3110062M04Rik_ENSMUST00000115007_34878059_up1kb;3110062M04Rik_ENSMUST00000140458_34876979_down1kb
chr6_34878000_34879000	chr6	3110062M04Rik_ENSMUST00000055097_34878020_tss;3110062M04Rik_ENSMUST00000115006_34878008_tss;3110062M04Rik_ENSMUST00000115007_34878059_tss;3110062M04Rik_ENSMUST00000118559_34877128_down1kb
chr6_34879000_34880000	chr6	3110062M04Rik_ENSMUST00000055097_34878020_down1kb;3110062M04Rik_ENSMUST00000115006_34878008_down1kb;3110062M04Rik_ENSMUST00000115007_34878059_down1kb
chr6_3488000_3489000	chr6	Hepacam2_ENSMUST00000184051_3487393_down1kb;Hepacam2_ENSMUST00000184466_3487379_down1kb
chr6_34909000_34910000	chr6	Wdr91_ENSMUST00000081214_34910875_up1kb;Wdr91_ENSMUST00000133336_34910661_up1kb;Wdr91_ENSMUST00000134830_34910841_up1kb;Wdr91_ENSMUST00000145765_34910835_up1kb;Wdr91_ENSMUST00000146968_34910875_up1kb;Wdr91_ENSMUST00000149448_34910594_up1kb;Wdr91_ENSMUST00000152488_34910562_up1kb
chr6_34910000_34911000	chr6	Wdr91_ENSMUST00000081214_34910875_tss;Wdr91_ENSMUST00000133336_34910661_tss;Wdr91_ENSMUST00000134830_34910841_tss;Wdr91_ENSMUST00000145765_34910835_tss;Wdr91_ENSMUST00000146968_34910875_tss;Wdr91_ENSMUST00000149448_34910594_tss;Wdr91_ENSMUST00000152488_34910562_tss
chr6_34911000_34912000	chr6	Wdr91_ENSMUST00000081214_34910875_down1kb;Wdr91_ENSMUST00000133336_34910661_down1kb;Wdr91_ENSMUST00000134830_34910841_down1kb;Wdr91_ENSMUST00000145765_34910835_down1kb;Wdr91_ENSMUST00000146968_34910875_down1kb;Wdr91_ENSMUST00000149448_34910594_down1kb;Wdr91_ENSMUST00000152488_34910562_down1kb
chr6_34919000_34920000	chr6	Stra8_ENSMUST00000031876_34920162_up1kb;Stra8_ENSMUST00000114999_34920959_up1kb
chr6_34920000_34921000	chr6	Stra8_ENSMUST00000031876_34920162_tss;Stra8_ENSMUST00000114999_34920959_tss;Stra8_ENSMUST00000114997_34921009_up1kb;Stra8_ENSMUST00000185102_34921003_up1kb
chr6_34921000_34922000	chr6	Stra8_ENSMUST00000114997_34921009_tss;Stra8_ENSMUST00000185102_34921003_tss;Stra8_ENSMUST00000031876_34920162_down1kb;Stra8_ENSMUST00000114999_34920959_down1kb
chr6_34922000_34923000	chr6	Stra8_ENSMUST00000114997_34921009_down1kb;Stra8_ENSMUST00000185102_34921003_down1kb
chr6_3493000_3494000	chr6	Hepacam2_ENSMUST00000049985_3494593_up1kb
chr6_3494000_3495000	chr6	Hepacam2_ENSMUST00000049985_3494593_tss
chr6_34947000_34948000	chr6	2010107G12Rik_ENSMUST00000134874_34948576_up1kb
chr6_34948000_34949000	chr6	2010107G12Rik_ENSMUST00000134874_34948576_tss
chr6_34949000_34950000	chr6	2010107G12Rik_ENSMUST00000134874_34948576_down1kb
chr6_3495000_3496000	chr6	Hepacam2_ENSMUST00000049985_3494593_down1kb
chr6_34954000_34955000	chr6	2010107G12Rik_ENSMUST00000147169_34955902_up1kb
chr6_34955000_34956000	chr6	2010107G12Rik_ENSMUST00000147169_34955902_tss
chr6_34956000_34957000	chr6	2010107G12Rik_ENSMUST00000147169_34955902_down1kb
chr6_3497000_3498000	chr6	Ccdc132_ENSMUST00000001412_3498381_up1kb;Ccdc132_ENSMUST00000164052_3498435_up1kb;Ccdc132_ENSMUST00000170873_3498415_up1kb;Hepacam2_ENSMUST00000183736_3498296_up1kb;Ccdc132_ENSMUST00000184752_3498433_up1kb;Ccdc132_ENSMUST00000184780_3498425_up1kb;Ccdc132_ENSMUST00000185153_3498420_up1kb
chr6_34976000_34977000	chr6	2010107G12Rik_ENSMUST00000044387_34977998_up1kb
chr6_34977000_34978000	chr6	2010107G12Rik_ENSMUST00000044387_34977998_tss
chr6_34978000_34979000	chr6	2010107G12Rik_ENSMUST00000144079_34979053_up1kb;2010107G12Rik_ENSMUST00000044387_34977998_down1kb
chr6_34979000_34980000	chr6	2010107G12Rik_ENSMUST00000144079_34979053_tss
chr6_3498000_3499000	chr6	Ccdc132_ENSMUST00000001412_3498381_tss;Ccdc132_ENSMUST00000164052_3498435_tss;Ccdc132_ENSMUST00000170873_3498415_tss;Hepacam2_ENSMUST00000183736_3498296_tss;Ccdc132_ENSMUST00000184752_3498433_tss;Ccdc132_ENSMUST00000184780_3498425_tss;Ccdc132_ENSMUST00000185153_3498420_tss
chr6_34980000_34981000	chr6	2010107G12Rik_ENSMUST00000144079_34979053_down1kb
chr6_3499000_3500000	chr6	Ccdc132_ENSMUST00000001412_3498381_down1kb;Ccdc132_ENSMUST00000164052_3498435_down1kb;Ccdc132_ENSMUST00000170873_3498415_down1kb;Hepacam2_ENSMUST00000183736_3498296_down1kb;Ccdc132_ENSMUST00000184752_3498433_down1kb;Ccdc132_ENSMUST00000184780_3498425_down1kb;Ccdc132_ENSMUST00000185153_3498420_down1kb
chr6_35132000_35133000	chr6	Cnot4_ENSMUST00000044163_35133736_up1kb;Cnot4_ENSMUST00000114989_35133736_up1kb;Cnot4_ENSMUST00000114993_35133736_up1kb
chr6_35133000_35134000	chr6	Cnot4_ENSMUST00000044163_35133736_tss;Cnot4_ENSMUST00000114989_35133736_tss;Cnot4_ENSMUST00000114993_35133736_tss
chr6_35134000_35135000	chr6	Cnot4_ENSMUST00000044163_35133736_down1kb;Cnot4_ENSMUST00000114989_35133736_down1kb;Cnot4_ENSMUST00000114993_35133736_down1kb
chr6_3516000_3517000	chr6	Ccdc132_ENSMUST00000183935_3517811_up1kb
chr6_3517000_3518000	chr6	Ccdc132_ENSMUST00000183935_3517811_tss
chr6_35176000_35177000	chr6	Nup205_ENSMUST00000043815_35177429_up1kb;Nup205_ENSMUST00000170234_35177628_up1kb
chr6_35177000_35178000	chr6	Nup205_ENSMUST00000043815_35177429_tss;Nup205_ENSMUST00000170234_35177628_tss
chr6_35178000_35179000	chr6	Nup205_ENSMUST00000043815_35177429_down1kb;Nup205_ENSMUST00000170234_35177628_down1kb
chr6_3518000_3519000	chr6	Ccdc132_ENSMUST00000183935_3517811_down1kb
chr6_35242000_35243000	chr6	Gm23435_ENSMUST00000157183_35243594_up1kb
chr6_35243000_35244000	chr6	Gm23435_ENSMUST00000157183_35243594_tss
chr6_35244000_35245000	chr6	Gm23435_ENSMUST00000157183_35243594_down1kb
chr6_35251000_35252000	chr6	1810058I24Rik_ENSMUST00000130875_35252715_up1kb;1810058I24Rik_ENSMUST00000136110_35252731_up1kb;1810058I24Rik_ENSMUST00000152147_35252653_up1kb
chr6_35252000_35253000	chr6	1810058I24Rik_ENSMUST00000130875_35252715_tss;1810058I24Rik_ENSMUST00000136110_35252731_tss;1810058I24Rik_ENSMUST00000152147_35252653_tss
chr6_35253000_35254000	chr6	1810058I24Rik_ENSMUST00000130875_35252715_down1kb;1810058I24Rik_ENSMUST00000136110_35252731_down1kb;1810058I24Rik_ENSMUST00000152147_35252653_down1kb
chr6_35287000_35288000	chr6	Slc13a4_ENSMUST00000155366_35288173_up1kb
chr6_35288000_35289000	chr6	Slc13a4_ENSMUST00000155366_35288173_tss
chr6_35289000_35290000	chr6	Slc13a4_ENSMUST00000155366_35288173_down1kb
chr6_35307000_35308000	chr6	Slc13a4_ENSMUST00000031868_35308130_up1kb;Slc13a4_ENSMUST00000122829_35308128_up1kb
chr6_35308000_35309000	chr6	Slc13a4_ENSMUST00000031868_35308130_tss;Slc13a4_ENSMUST00000122829_35308128_tss
chr6_35309000_35310000	chr6	Slc13a4_ENSMUST00000031868_35308130_down1kb;Slc13a4_ENSMUST00000122829_35308128_down1kb
chr6_35325000_35326000	chr6	Fam180a_ENSMUST00000051176_35326140_up1kb
chr6_35326000_35327000	chr6	Fam180a_ENSMUST00000051176_35326140_tss
chr6_35327000_35328000	chr6	Fam180a_ENSMUST00000051176_35326140_down1kb
chr6_35523000_35524000	chr6	Gm23053_ENSMUST00000175136_35524637_up1kb
chr6_35524000_35525000	chr6	Gm23053_ENSMUST00000175136_35524637_tss
chr6_35525000_35526000	chr6	Gm23053_ENSMUST00000175136_35524637_down1kb
chr6_35538000_35539000	chr6	Mtpn_ENSMUST00000031866_35539887_up1kb
chr6_35539000_35540000	chr6	Mtpn_ENSMUST00000031866_35539887_tss
chr6_35540000_35541000	chr6	Mtpn_ENSMUST00000031866_35539887_down1kb
chr6_3557000_3558000	chr6	Ccdc132_ENSMUST00000184461_3558976_up1kb
chr6_3558000_3559000	chr6	Ccdc132_ENSMUST00000184461_3558976_tss
chr6_3559000_3560000	chr6	Ccdc132_ENSMUST00000184461_3558976_down1kb
chr6_3569000_3570000	chr6	Ccdc132_ENSMUST00000183532_3570696_up1kb
chr6_3570000_3571000	chr6	Ccdc132_ENSMUST00000183532_3570696_tss
chr6_3571000_3572000	chr6	Ccdc132_ENSMUST00000183532_3570696_down1kb
chr6_3587000_3588000	chr6	Ccdc132_ENSMUST00000184959_3588050_up1kb
chr6_3588000_3589000	chr6	Ccdc132_ENSMUST00000184959_3588050_tss
chr6_3589000_3590000	chr6	Ccdc132_ENSMUST00000184959_3588050_down1kb
chr6_3593000_3594000	chr6	Ccdc132_ENSMUST00000184411_3594017_up1kb
chr6_3594000_3595000	chr6	Ccdc132_ENSMUST00000184411_3594017_tss
chr6_3595000_3596000	chr6	Ccdc132_ENSMUST00000184411_3594017_down1kb
chr6_35974000_35975000	chr6	Gm23273_ENSMUST00000104058_35975329_up1kb
chr6_35975000_35976000	chr6	Gm23273_ENSMUST00000104058_35975329_tss
chr6_35976000_35977000	chr6	Gm23273_ENSMUST00000104058_35975329_down1kb
chr6_36273000_36274000	chr6	9330158H04Rik_ENSMUST00000163834_36274355_up1kb
chr6_36274000_36275000	chr6	9330158H04Rik_ENSMUST00000163834_36274355_tss
chr6_36275000_36276000	chr6	9330158H04Rik_ENSMUST00000163834_36274355_down1kb
chr6_36386000_36387000	chr6	9330158H04Rik_ENSMUST00000101535_36387850_up1kb
chr6_36387000_36388000	chr6	9330158H04Rik_ENSMUST00000101535_36387850_tss;9330158H04Rik_ENSMUST00000159032_36388916_up1kb;9330158H04Rik_ENSMUST00000161161_36388233_up1kb;9330158H04Rik_ENSMUST00000161255_36388287_up1kb;9330158H04Rik_ENSMUST00000161820_36388091_up1kb;Chrm2_ENSMUST00000169004_36388194_up1kb;Chrm2_ENSMUST00000172278_36388083_up1kb
chr6_36388000_36389000	chr6	9330158H04Rik_ENSMUST00000159032_36388916_tss;9330158H04Rik_ENSMUST00000161161_36388233_tss;9330158H04Rik_ENSMUST00000161255_36388287_tss;9330158H04Rik_ENSMUST00000161820_36388091_tss;Chrm2_ENSMUST00000169004_36388194_tss;Chrm2_ENSMUST00000172278_36388083_tss;9330158H04Rik_ENSMUST00000159965_36389057_up1kb;9330158H04Rik_ENSMUST00000160187_36389426_up1kb;9330158H04Rik_ENSMUST00000101535_36387850_down1kb
chr6_36389000_36390000	chr6	9330158H04Rik_ENSMUST00000159965_36389057_tss;9330158H04Rik_ENSMUST00000160187_36389426_tss;9330158H04Rik_ENSMUST00000160156_36390190_up1kb;9330158H04Rik_ENSMUST00000159032_36388916_down1kb;9330158H04Rik_ENSMUST00000161161_36388233_down1kb;9330158H04Rik_ENSMUST00000161255_36388287_down1kb;9330158H04Rik_ENSMUST00000161820_36388091_down1kb;Chrm2_ENSMUST00000169004_36388194_down1kb;Chrm2_ENSMUST00000172278_36388083_down1kb
